====================================================================================================
 FULL VERIFICATION FILE - ALL 37,600 VALUES
====================================================================================================

Addr     Row   Col   Float           Hex      Binary               Reconstructed   Error       
341      3     41    -0.06736627     8011     1_0000000_00010001   -0.06640625     9.60e-04    
342      3     42    0.03421061      0009     0_0000000_00001001   0.03515625      9.46e-04    
343      3     43    0.08084583      0015     0_0000000_00010101   0.08203125      1.19e-03    
344      3     44    -0.16421250     802A     1_0000000_00101010   -0.16406250     1.50e-04    
345      3     45    0.17511904      002D     0_0000000_00101101   0.17578125      6.62e-04    
346      3     46    0.07998729      0014     0_0000000_00010100   0.07812500      1.86e-03    
347      3     47    0.01607489      0004     0_0000000_00000100   0.01562500      4.50e-04    
348      3     48    0.05784632      000F     0_0000000_00001111   0.05859375      7.47e-04    
349      3     49    0.06569752      0011     0_0000000_00010001   0.06640625      7.09e-04    
350      3     50    0.16610754      002B     0_0000000_00101011   0.16796875      1.86e-03    
351      3     51    -0.01589933     8004     1_0000000_00000100   -0.01562500     2.74e-04    
352      3     52    -0.12661505     8020     1_0000000_00100000   -0.12500000     1.62e-03    
353      3     53    -0.17921634     802E     1_0000000_00101110   -0.17968750     4.71e-04    
354      3     54    -0.10298096     801A     1_0000000_00011010   -0.10156250     1.42e-03    
355      3     55    -0.32453474     8053     1_0000000_01010011   -0.32421875     3.16e-04    
356      3     56    -0.07150044     8012     1_0000000_00010010   -0.07031250     1.19e-03    
357      3     57    -0.17102954     802C     1_0000000_00101100   -0.17187500     8.45e-04    
358      3     58    0.09056148      0017     0_0000000_00010111   0.08984375      7.18e-04    
359      3     59    -0.15367314     8027     1_0000000_00100111   -0.15234375     1.33e-03    
360      3     60    0.08579378      0016     0_0000000_00010110   0.08593750      1.44e-04    
361      3     61    0.13932225      0024     0_0000000_00100100   0.14062500      1.30e-03    
362      3     62    0.19810568      0033     0_0000000_00110011   0.19921875      1.11e-03    
363      3     63    0.03421465      0009     0_0000000_00001001   0.03515625      9.42e-04    
364      3     64    -0.29125628     804B     1_0000000_01001011   -0.29296875     1.71e-03    
365      3     65    -0.11885561     801E     1_0000000_00011110   -0.11718750     1.67e-03    
366      3     66    0.14992942      0026     0_0000000_00100110   0.14843750      1.49e-03    
367      3     67    0.49240774      007E     0_0000000_01111110   0.49218750      2.20e-04    
368      3     68    0.10360619      001B     0_0000000_00011011   0.10546875      1.86e-03    
369      3     69    -0.32115167     8052     1_0000000_01010010   -0.32031250     8.39e-04    
370      3     70    0.09793372      0019     0_0000000_00011001   0.09765625      2.77e-04    
371      3     71    0.20317864      0034     0_0000000_00110100   0.20312500      5.36e-05    
372      3     72    0.06310634      0010     0_0000000_00010000   0.06250000      6.06e-04    
373      3     73    0.02216873      0006     0_0000000_00000110   0.02343750      1.27e-03    
374      3     74    0.02316298      0006     0_0000000_00000110   0.02343750      2.75e-04    
375      3     75    0.39912245      0066     0_0000000_01100110   0.39843750      6.85e-04    
376      3     76    -0.17940135     802E     1_0000000_00101110   -0.17968750     2.86e-04    
377      3     77    -0.05628985     800E     1_0000000_00001110   -0.05468750     1.60e-03    
378      3     78    -0.18534422     802F     1_0000000_00101111   -0.18359375     1.75e-03    
379      3     79    -0.15312399     8027     1_0000000_00100111   -0.15234375     7.80e-04    
380      3     80    0.04462108      000B     0_0000000_00001011   0.04296875      1.65e-03    
381      3     81    0.31727073      0051     0_0000000_01010001   0.31640625      8.64e-04    
382      3     82    -0.09141129     8017     1_0000000_00010111   -0.08984375     1.57e-03    
383      3     83    -0.07700484     8014     1_0000000_00010100   -0.07812500     1.12e-03    
384      3     84    -0.18693209     8030     1_0000000_00110000   -0.18750000     5.68e-04    
385      3     85    0.10383983      001B     0_0000000_00011011   0.10546875      1.63e-03    
386      3     86    -0.02833242     8007     1_0000000_00000111   -0.02734375     9.89e-04    
387      3     87    -0.20704043     8035     1_0000000_00110101   -0.20703125     9.18e-06    
388      3     88    -0.05303613     800E     1_0000000_00001110   -0.05468750     1.65e-03    
389      3     89    -0.10738706     801B     1_0000000_00011011   -0.10546875     1.92e-03    
390      3     90    0.13560064      0023     0_0000000_00100011   0.13671875      1.12e-03    
391      3     91    0.18663876      0030     0_0000000_00110000   0.18750000      8.61e-04    
392      3     92    -0.03999418     800A     1_0000000_00001010   -0.03906250     9.32e-04    
393      3     93    0.14752361      0026     0_0000000_00100110   0.14843750      9.14e-04    
394      3     94    -0.23638861     803D     1_0000000_00111101   -0.23828125     1.89e-03    
395      3     95    0.05589300      000E     0_0000000_00001110   0.05468750      1.21e-03    
396      3     96    0.22029831      0038     0_0000000_00111000   0.21875000      1.55e-03    
397      3     97    0.24638903      003F     0_0000000_00111111   0.24609375      2.95e-04    
398      3     98    0.15203524      0027     0_0000000_00100111   0.15234375      3.09e-04    
399      3     99    0.14666912      0026     0_0000000_00100110   0.14843750      1.77e-03    
400      4     0     0.15302800      0027     0_0000000_00100111   0.15234375      6.84e-04    
401      4     1     -0.05603667     800E     1_0000000_00001110   -0.05468750     1.35e-03    
402      4     2     -0.13377550     8022     1_0000000_00100010   -0.13281250     9.63e-04    
403      4     3     0.02288952      0006     0_0000000_00000110   0.02343750      5.48e-04    
404      4     4     0.21357152      0037     0_0000000_00110111   0.21484375      1.27e-03    
405      4     5     0.12188463      001F     0_0000000_00011111   0.12109375      7.91e-04    
406      4     6     -0.03506493     8009     1_0000000_00001001   -0.03515625     9.13e-05    
407      4     7     -0.17504685     802D     1_0000000_00101101   -0.17578125     7.34e-04    
408      4     8     -0.00667103     8002     1_0000000_00000010   -0.00781250     1.14e-03    
409      4     9     -0.08049129     8015     1_0000000_00010101   -0.08203125     1.54e-03    
410      4     10    0.06905200      0012     0_0000000_00010010   0.07031250      1.26e-03    
411      4     11    -0.03076875     8008     1_0000000_00001000   -0.03125000     4.81e-04    
412      4     12    -0.09485625     8018     1_0000000_00011000   -0.09375000     1.11e-03    
413      4     13    0.01228976      0003     0_0000000_00000011   0.01171875      5.71e-04    
414      4     14    0.19326276      0031     0_0000000_00110001   0.19140625      1.86e-03    
415      4     15    -0.19073433     8031     1_0000000_00110001   -0.19140625     6.72e-04    
416      4     16    -0.02403137     8006     1_0000000_00000110   -0.02343750     5.94e-04    
417      4     17    -0.01913824     8005     1_0000000_00000101   -0.01953125     3.93e-04    
418      4     18    0.01582614      0004     0_0000000_00000100   0.01562500      2.01e-04    
419      4     19    0.02439979      0006     0_0000000_00000110   0.02343750      9.62e-04    
420      4     20    0.16717942      002B     0_0000000_00101011   0.16796875      7.89e-04    
421      4     21    -0.00284900     8001     1_0000000_00000001   -0.00390625     1.06e-03    
422      4     22    -0.21869335     8038     1_0000000_00111000   -0.21875000     5.66e-05    
423      4     23    -0.09475777     8018     1_0000000_00011000   -0.09375000     1.01e-03    
424      4     24    -0.11358788     801D     1_0000000_00011101   -0.11328125     3.07e-04    
425      4     25    0.04397357      000B     0_0000000_00001011   0.04296875      1.00e-03    
426      4     26    0.04415727      000B     0_0000000_00001011   0.04296875      1.19e-03    
427      4     27    -0.08591518     8016     1_0000000_00010110   -0.08593750     2.23e-05    
428      4     28    -0.03349217     8009     1_0000000_00001001   -0.03515625     1.66e-03    
429      4     29    0.17398508      002D     0_0000000_00101101   0.17578125      1.80e-03    
430      4     30    0.13401537      0022     0_0000000_00100010   0.13281250      1.20e-03    
431      4     31    -0.04668970     800C     1_0000000_00001100   -0.04687500     1.85e-04    
432      4     32    0.09481645      0018     0_0000000_00011000   0.09375000      1.07e-03    
433      4     33    -0.09830770     8019     1_0000000_00011001   -0.09765625     6.51e-04    
434      4     34    -0.04127023     800B     1_0000000_00001011   -0.04296875     1.70e-03    
435      4     35    0.12318806      0020     0_0000000_00100000   0.12500000      1.81e-03    
436      4     36    0.18084545      002E     0_0000000_00101110   0.17968750      1.16e-03    
437      4     37    0.01332392      0003     0_0000000_00000011   0.01171875      1.61e-03    
438      4     38    0.00794915      0002     0_0000000_00000010   0.00781250      1.37e-04    
439      4     39    0.09279270      0018     0_0000000_00011000   0.09375000      9.57e-04    
440      4     40    -0.12980647     8021     1_0000000_00100001   -0.12890625     9.00e-04    
441      4     41    0.10292719      001A     0_0000000_00011010   0.10156250      1.36e-03    
442      4     42    -0.14233097     8024     1_0000000_00100100   -0.14062500     1.71e-03    
443      4     43    -0.12801687     8021     1_0000000_00100001   -0.12890625     8.89e-04    
444      4     44    0.09330571      0018     0_0000000_00011000   0.09375000      4.44e-04    
445      4     45    -0.13523565     8023     1_0000000_00100011   -0.13671875     1.48e-03    
446      4     46    -0.17185007     802C     1_0000000_00101100   -0.17187500     2.49e-05    
447      4     47    -0.08154952     8015     1_0000000_00010101   -0.08203125     4.82e-04    
448      4     48    0.03377018      0009     0_0000000_00001001   0.03515625      1.39e-03    
449      4     49    0.00820992      0002     0_0000000_00000010   0.00781250      3.97e-04    
450      4     50    -0.11601595     801E     1_0000000_00011110   -0.11718750     1.17e-03    
451      4     51    -0.04600304     800C     1_0000000_00001100   -0.04687500     8.72e-04    
452      4     52    0.03289824      0008     0_0000000_00001000   0.03125000      1.65e-03    
453      4     53    0.03229555      0008     0_0000000_00001000   0.03125000      1.05e-03    
454      4     54    0.17255540      002C     0_0000000_00101100   0.17187500      6.80e-04    
455      4     55    -0.07789464     8014     1_0000000_00010100   -0.07812500     2.30e-04    
456      4     56    0.14545657      0025     0_0000000_00100101   0.14453125      9.25e-04    
457      4     57    0.05517211      000E     0_0000000_00001110   0.05468750      4.85e-04    
458      4     58    0.00533511      0001     0_0000000_00000001   0.00390625      1.43e-03    
459      4     59    0.14087301      0024     0_0000000_00100100   0.14062500      2.48e-04    
460      4     60    -0.14105178     8024     1_0000000_00100100   -0.14062500     4.27e-04    
461      4     61    -0.15145901     8027     1_0000000_00100111   -0.15234375     8.85e-04    
462      4     62    -0.06062647     8010     1_0000000_00010000   -0.06250000     1.87e-03    
463      4     63    -0.11154917     801D     1_0000000_00011101   -0.11328125     1.73e-03    
464      4     64    -0.08871568     8017     1_0000000_00010111   -0.08984375     1.13e-03    
465      4     65    0.08480875      0016     0_0000000_00010110   0.08593750      1.13e-03    
466      4     66    -0.10634088     801B     1_0000000_00011011   -0.10546875     8.72e-04    
